"a._id","a._parent","a.author","a.date","a.location","a.id_arbre","a.taxon","a.note"
4171,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Aspidosperma album (Vahl) Benoist ex Pichon",null
4172,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Bocoa prouacensis Aubl.",null
4174,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Bonafousia undulata (Vahl) A.DC.",null
4176,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Brosimum guianense (Aubl.) Huber",null
4178,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Brosimum rubescens Taub.",null
4180,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Brosimum utile (Kunth) Oken ex J.Presl subsp. ovatifolium (Ducke) C.C.Berg",null
4183,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Caryocar glabrum (Aubl.) Pers.",null
4185,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Casearia sp. 2 AMAP-IRD",null
4187,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Cecropia obtusa Trécul",null
4189,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Cheiloclinium cognatum (Miers) A.C.Sm.",null
4191,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Chrysophyllum argenteum Jacq.",null
4193,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Conceveiba guianensis Aubl.",null
4195,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Couma guianensis Aubl.",null
4197,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Crudia bracteata Benth.",null
4199,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Dendrobangia boliviana Rusby",null
4201,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Duguetia eximia Diels",null
4203,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Ecclinusa ramiflora Mart.",null
4205,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Eperua falcata Aubl.",null
4207,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Eschweilera chartaceifolia S.A.Mori",null
4209,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Eugenia coffeifolia DC.",null
4211,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Eugenia gongylocarpa M.L.Kawas. & B.Holst",null
4213,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Eugenia patrisii Vahl",null
4215,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Garcinia madruno (Kunth) Hammel",null
4217,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Guarea gomma Pulle",null
4219,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Hirtella bicornis Mart. & Zucc.",null
4221,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Hymenolobium flavum Kleinhoonte",null
4223,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Inga edulis Mart.",null
4225,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Inga melinonis Sagot",null
4230,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Inga sarmentosa Glaz. ex Harms",null
4234,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Inga thibaudiana DC.",null
4236,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Iryanthera sagotiana (Benth.) Warb.",null
4238,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Lecythis idatimon Aubl.",null
4240,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Lecythis persistens Sagot",null
4242,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Licania canescens Benoist",null
4244,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Licania granvillei Prance",null
4246,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Miconia tschudyoides Cogn.",null
4248,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Micropholis guyanensis (A.DC.) Pierre",null
4250,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Moronobea coccinea Aubl.",null
4252,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Ocotea cinerea van der Werff",null
4254,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Ouratea melinonii (Tiegh.) Lemée",null
9264,null,"R. Tournebize","2013-02-24","Cayenne","NA","Piper L.",null
4256,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Oxandra asbeckii (Pulle) R.E.Fr.",null
4258,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Pachira dolichocalyx A.Robyns",null
4260,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Pradosia cochlearia (Lecomte) T.D.Penn.",null
4262,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Protium gallicum Daly",null
4264,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Quiina guianensis Aubl.",null
4266,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Sandwithia guyanensis Lanj.",null
4268,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Siparuna guianensis Aubl.",null
4272,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Siparuna poeppigii (Tul.) A.DC.",null
4274,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Tachigali melinonii (Harms) Zarucchi & Herend.",null
4278,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Tovomita brasiliensis (Mart.) Walp.",null
4280,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Tovomita brevistaminea Engl.",null
4282,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Trichilia schomburgkii C.DC.",null
4284,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Unonopsis stipitata Diels",null
4286,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Vantanea parviflora Lam.",null
4287,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Cecropia Loefl.",null
4290,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Vouacapoua americana Aubl.",null
4292,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Xylopia crinita R.E.Fr.",null
4293,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Anaxagorea dolichocarpa Sprague & Sandwith",null
4296,null,"J.-F. Molino","2013-03-09","Sinnamary Piste Saint-Elie","NA","Xylopia nitida Dunal",null
4299,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Anartia meyeri (G.Don) Miers",null
4302,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Aspidosperma album (Vahl) Benoist ex Pichon",null
4305,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Bocoa prouacensis Aubl.",null
4310,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Bonafousia undulata (Vahl) A.DC.",null
4312,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Brosimum rubescens Taub.",null
4315,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Brosimum utile (Kunth) Oken ex J.Presl subsp. ovatifolium (Ducke) C.C.Berg",null
4318,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Caryocar glabrum (Aubl.) Pers.",null
4321,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Casearia sp. 2 AMAP-IRD",null
4324,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Cecropia obtusa Trécul",null
4326,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Chrysophyllum argenteum Jacq.",null
4328,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Conceveiba guianensis Aubl.",null
4333,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Couma guianensis Aubl.",null
4336,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Crudia bracteata Benth.",null
4339,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Dendrobangia boliviana Rusby",null
4342,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Dicorynia guianensis Amshoff",null
4344,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Ecclinusa ramiflora Mart.",null
4347,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Eschweilera chartaceifolia S.A.Mori",null
4349,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Eugenia coffeifolia DC.",null
4351,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Eugenia gongylocarpa M.L.Kawas. & B.Holst",null
4353,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Eugenia patrisii Vahl",null
4355,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Garcinia madruno (Kunth) Hammel",null
4357,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Guarea gomma Pulle",null
4359,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Hirtella bicornis Mart. & Zucc.",null
4360,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Inga sarmentosa Glaz. ex Harms",null
4362,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Hymenolobium flavum Kleinhoonte",null
4367,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Inga thibaudiana DC.",null
4371,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Iryanthera hostmannii (Benth.) Warb.",null
4375,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Lecythis idatimon Aubl.",null
4378,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Lecythis persistens Sagot",null
4381,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Lecythis zabucajo Aubl.",null
4384,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Licania canescens Benoist",null
4386,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Miconia elata (Sw.) DC.",null
4389,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Micropholis guyanensis (A.DC.) Pierre",null
4392,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Moronobea coccinea Aubl.",null
4394,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Ocotea cinerea van der Werff",null
4396,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Ouratea melinonii (Tiegh.) Lemée",null
4398,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Oxandra asbeckii (Pulle) R.E.Fr.",null
4400,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Pachira dolichocalyx A.Robyns",null
4402,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Pradosia cochlearia (Lecomte) T.D.Penn.",null
4404,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Protium gallicum Daly",null
4406,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Quiina guianensis Aubl.",null
4407,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Siparuna guianensis Aubl.",null
4410,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Sandwithia guyanensis Lanj.",null
4417,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Siparuna poeppigii (Tul.) A.DC.",null
4419,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Sterculia kayae P.E.Berry",null
4423,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Tachigali melinonii (Harms) Zarucchi & Herend.",null
4428,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Trichilia schomburgkii C.DC.",null
4431,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Unonopsis stipitata Diels",null
4434,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Vouacapoua americana Aubl.",null
4436,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Xylopia crinita R.E.Fr.",null
4438,null,"J.-L. Smock","2013-03-09","Sinnamary Piste Saint-Elie","NA","Xylopia nitida Dunal",null
4441,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Anaxagorea dolichocarpa Sprague & Sandwith",null
4443,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Aspidosperma album (Vahl) Benoist ex Pichon",null
4446,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Bocoa prouacensis Aubl.",null
4448,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Bonafousia undulata (Vahl) A.DC.",null
4451,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Brosimum rubescens Taub.",null
4456,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Brosimum utile (Kunth) Oken ex J.Presl subsp. ovatifolium (Ducke) C.C.Berg",null
4458,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Caryocar glabrum (Aubl.) Pers.",null
4461,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Casearia sp. 2 AMAP-IRD",null
4464,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Cecropia obtusa Trécul",null
4466,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Cheiloclinium cognatum (Miers) A.C.Sm.",null
4468,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Chrysophyllum argenteum Jacq.",null
4470,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Conceveiba guianensis Aubl.",null
4472,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Couma guianensis Aubl.",null
4474,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Crudia bracteata Benth.",null
4477,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Dendrobangia boliviana Rusby",null
4479,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Dicorynia guianensis Amshoff",null
4482,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Duguetia eximia Diels",null
4484,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Ecclinusa ramiflora Mart.",null
4486,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Eperua falcata Aubl.",null
4490,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Eschweilera chartaceifolia S.A.Mori",null
4493,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Eugenia gongylocarpa M.L.Kawas. & B.Holst",null
4495,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Garcinia madruno (Kunth) Hammel",null
4496,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Guarea gomma Pulle",null
4499,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Hirtella bicornis Mart. & Zucc.",null
4502,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Hymenolobium flavum Kleinhoonte",null
4505,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Inga edulis Mart.",null
4507,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Inga melinonis Sagot",null
4513,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Inga thibaudiana DC.",null
4515,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Iryanthera hostmannii (Benth.) Warb.",null
4517,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Iryanthera sagotiana (Benth.) Warb.",null
4519,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Lecythis persistens Sagot",null
4521,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Licania alba (Bernoulli) Cuatrec.",null
4523,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Licania canescens Benoist",null
4525,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Licania granvillei Prance",null
4527,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Miconia elata (Sw.) DC.",null
4529,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Miconia fragilis Naudin",null
4531,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Miconia tschudyoides Cogn.",null
4534,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Micropholis guyanensis (A.DC.) Pierre",null
4537,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Moronobea coccinea Aubl.",null
4539,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Ocotea cinerea van der Werff",null
4542,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Ouratea melinonii (Tiegh.) Lemée",null
4544,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Pachira dolichocalyx A.Robyns",null
4547,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Pradosia cochlearia (Lecomte) T.D.Penn.",null
4549,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Protium gallicum Daly",null
4551,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Psychotria cupularis (Müll.Arg.) Standl.",null
4553,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Quiina guianensis Aubl.",null
4555,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Sandwithia guyanensis Lanj.",null
4558,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Siparuna guianensis Aubl.",null
4559,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Trichilia schomburgkii C.DC.",null
4562,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Siparuna poeppigii (Tul.) A.DC.",null
4564,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Smilax siphilitica Humb. & Bonpl. ex Willd.",null
4568,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Sterculia kayae P.E.Berry",null
4570,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Tachigali melinonii (Harms) Zarucchi & Herend.",null
4573,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Tovomita brasiliensis (Mart.) Walp.",null
4575,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Tovomita brevistaminea Engl.",null
4577,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Unonopsis stipitata Diels",null
4579,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Vantanea parviflora Lam.",null
4581,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Vouacapoua americana Aubl.",null
4583,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Xylopia crinita R.E.Fr.",null
4585,null,"R. Tournebize","2013-03-09","Sinnamary Piste Saint-Elie","NA","Xylopia nitida Dunal",null
4589,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-442","Amaioua guianensis Aubl.",null
4591,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-589","Astrocaryum sciophilum (Miq.) Pulle",null
4593,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-457","Conceveiba guianensis Aubl.",null
4595,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-434","Crudia bracteata Benth.",null
4597,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-490","Crudia bracteata Benth.",null
4599,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-451","Dacryodes nitens Cuatrec.",null
4601,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-428","Dicorynia guianensis Amshoff",null
4603,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-466","Ecclinusa guianensis Eyma",null
4605,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-472","Ecclinusa guianensis Eyma",null
4607,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-585","Eperua falcata Aubl.",null
4609,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-445","Eschweilera chartaceifolia S.A.Mori",null
4611,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-484","Eschweilera chartaceifolia S.A.Mori",null
4613,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-1048","Eschweilera parviflora (Aubl.) Miers",null
4615,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-433","Eschweilera parviflora (Aubl.) Miers",null
4617,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-438","Eschweilera parviflora (Aubl.) Miers",null
4619,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-439","Eschweilera parviflora (Aubl.) Miers",null
4621,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-462","Eschweilera parviflora (Aubl.) Miers",null
4623,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-465","Eschweilera parviflora (Aubl.) Miers",null
4625,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-586","Eschweilera parviflora (Aubl.) Miers",null
4627,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-474","Eschweilera sagotiana Miers",null
4629,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-486","Eugenia cupulata Amshoff",null
4632,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-452","Heisteria densifrons Engl.",null
4635,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-477","Inga leiocalycina Benth.",null
4637,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-437","Iryanthera sagotiana (Benth.) Warb.",null
4639,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-444","Iryanthera sagotiana (Benth.) Warb.",null
4641,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-456","Iryanthera sagotiana (Benth.) Warb.",null
4643,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-464","Iryanthera sagotiana (Benth.) Warb.",null
4645,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-467","Iryanthera sagotiana (Benth.) Warb.",null
4647,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-427","Lecythis idatimon Aubl.",null
4649,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-447","Lecythis idatimon Aubl.",null
4651,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-435","Lecythis persistens Sagot subsp. persistens",null
4653,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-436","Lecythis persistens Sagot subsp. persistens",null
4655,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-443","Licania heteromorpha Benth. var. heteromorpha",null
4657,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-491","Licania heteromorpha Benth. var. heteromorpha",null
4659,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-454","Licaria chrysophylla (Meisn.) Kosterm.",null
4661,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-475","Licaria chrysophylla (Meisn.) Kosterm.",null
4663,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-485","Micropholis egensis (A.DC.) Pierre",null
4665,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-494","Micropholis guyanensis (A.DC.) Pierre subsp. duckeana (Baehni) T.D.Penn.",null
4667,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-488","Ocotea tomentella Sandwith",null
4669,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-455","Perebea rubra (Trécul) C.C.Berg subsp. rubra",null
4671,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-449","Posoqueria latifolia (Rudge) Roem. & Schult.",null
4673,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-1045","Pourouma mollis Trécul subsp. mollis",null
4675,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-483","Pourouma villosa Trécul",null
4677,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-453","Pouteria jariensis Pires & T.D.Penn.",null
4679,null,"C. Geniez","2013-03-10","Sinnamary Piste Saint-Elie - Parcelle 10B","PSE10B-492","Pradosia ptychandra (Eyma) T.D.Penn.",null
