"a._id","a._parent","a.author","a.date","a.location","a.id_arbre","a.taxon","a.note"
2775,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-441","Cassipourea guianensis Aubl.",null
2778,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-7","Catostemma fragrans Benth.",null
2781,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1052","Couratari oblongifolia Ducke & R.Knuth",null
2783,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-18","Couratari oblongifolia Ducke & R.Knuth",null
2786,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-50","Diospyros carbonaria Benoist",null
2789,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-8","Duguetia surinamensis R.E.Fr.",null
2792,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1001","Eperua falcata Aubl.",null
2794,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-42","Eperua grandiflora (Aubl.) Baill.",null
2797,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-14","Eschweilera micrantha (O.Berg) Miers",null
2798,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-12","Ferdinandusa paraensis Ducke",null
2801,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-47","Eschweilera micrantha (O.Berg) Miers",null
2804,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-39","Eschweilera parviflora (Aubl.) Miers",null
2808,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-21","Guapira eggersiana (Heimerl) Lundell",null
2811,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-508","Hebepetalum humiriifolium (Planch.) Benth.",null
2813,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-530","Hirtella bicornis Mart. & Zucc.",null
2816,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-24","Inga jenmanii Sandwith",null
2819,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-34","Lecythis idatimon Aubl.",null
2822,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-9","Lecythis idatimon Aubl.",null
2823,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-537","Lecythis poiteaui O.Berg",null
2826,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-15","Licania alba (Bernoulli) Cuatrec.",null
2829,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-511","Licania granvillei Prance",null
2831,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-584","Licania laxiflora Fritsch",null
2834,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-513","Licania parvifructa Fanshawe & Maguire",null
2837,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-536","Ouratea decagyna Maguire",null
2840,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-518","Posoqueria latifolia (Rudge) Roem. & Schult.",null
2844,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-33","Pourouma mollis Trécul subsp. mollis",null
2847,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-46","Protium aracouchini (Aubl.) Marchand",null
2850,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1002","Protium gallicum Daly",null
2853,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-11","Protium sagotianum Marchand",null
2856,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1044","Protium subserratum (Engl.) Engl.",null
2859,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-29","Rhodostemonodaphne grandis (Mez) Rohwer",null
2861,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-532","Sandwithia guyanensis Lanj.",null
2864,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-10","Sloanea sp. 4 AMAP-IRD",null
2867,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-27","Symphonia sp. 1 AMAP-IRD",null
2870,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-23","Thyrsodium guianense Sagot ex Marchand",null
2873,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-534","Unonopsis rufescens (Baill.) R.E.Fr.",null
2876,null,"J.-F. Molino","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-25","Virola michelii Heckel",null
2878,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-327","Abarema gallorum Barneby & J.W.Grimes",null
2880,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-354","Abarema gallorum Barneby & J.W.Grimes",null
2883,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-334","Agonandra silvatica Ducke",null
2887,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1021","Anacardium spruceanum Benth. ex Engl.",null
2889,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-291","Bocoa prouacensis Aubl.",null
2892,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-319","Bocoa prouacensis Aubl.",null
2894,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-271","Cassipourea guianensis Aubl.",null
2896,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-323","Chrysophyllum pomiferum (Eyma) T.D.Penn.",null
2898,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-332","Dendrobangia boliviana Rusby",null
2900,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-300","Duguetia surinamensis R.E.Fr.",null
2903,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-314","Eperua falcata Aubl.",null
2905,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-321","Eperua falcata Aubl.",null
2907,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-267","Eperua grandiflora (Aubl.) Baill.",null
2909,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-264","Eschweilera micrantha (O.Berg) Miers",null
2911,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-266","Eschweilera micrantha (O.Berg) Miers",null
2913,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-294","Eschweilera micrantha (O.Berg) Miers",null
2915,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-286","Eschweilera parviflora (Aubl.) Miers",null
2917,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-337","Eschweilera parviflora (Aubl.) Miers",null
2919,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-352","Eschweilera parviflora (Aubl.) Miers",null
2921,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-353","Eschweilera parviflora (Aubl.) Miers",null
2923,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-355","Eschweilera parviflora (Aubl.) Miers",null
2925,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-359","Eschweilera parviflora (Aubl.) Miers",null
2927,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-289","Eschweilera sagotiana Miers",null
2929,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-268","Gustavia hexapetala (Aubl.) Sm.",null
2931,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-360","Gustavia hexapetala (Aubl.) Sm.",null
2933,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-287","Iryanthera sagotiana (Benth.) Warb.",null
2935,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-262","Lecythis idatimon Aubl.",null
2937,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-283","Lecythis persistens Sagot subsp. persistens",null
2939,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-310","Lecythis poiteaui O.Berg",null
2941,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-263","Licania alba (Bernoulli) Cuatrec.",null
2943,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-376","Licania alba (Bernoulli) Cuatrec.",null
2945,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-304","Licania canescens Benoist",null
2947,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-330","Licania granvillei Prance",null
2949,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-307","Licania micrantha Miq.",null
2951,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1035","Licaria cannella (Meisn.) Kosterm.",null
2954,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-293","Moronobea coccinea Aubl.",null
2958,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-316","Mouriri crassifolia Sagot",null
2959,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-315","Ocotea sp. 16 AMAP-IRD",null
2961,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-285","Ocotea splendens (Meisn.) Baill.",null
2963,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-322","Peltogyne venosa (Vahl) Benth.",null
2966,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-308","Pouteria coriacea (Pierre) Pierre",null
2968,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-362","Pouteria guianensis Aubl.",null
2970,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1026","Protium gallicum Daly",null
2972,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-326","Protium giganteum Engl. var. crassifolium (Engl.) Daly",null
2974,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-317","Rinorea pectino-squamata Hekking",null
2976,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-65","Rinorea pectino-squamata Hekking",null
2978,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-311","Sandwithia guyanensis Lanj.",null
2980,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1022","Siparuna decipiens (Tul.) A.DC.",null
2983,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-281","Tapirira bethanniana J.D.Mitch.",null
2985,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-284","Thyrsodium guianense Sagot ex Marchand",null
2987,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-328","Thyrsodium puberulum J.D.Mitch. & Daly",null
2988,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-363","Unonopsis rufescens (Baill.) R.E.Fr.",null
2990,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1018","Unonopsis rufescens (Baill.) R.E.Fr.",null
2992,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-280","Unonopsis rufescens (Baill.) R.E.Fr.",null
2996,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-282","Virola michelii Heckel",null
2998,null,"J.-L. Smock","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-320","Xylopia nitida Dunal",null
3000,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-73","Ambelania acida Aubl.",null
3003,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1046","Andira coriacea Pulle",null
3006,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-464","Andira coriacea Pulle",null
3009,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-89","Antonia ovata Pohl",null
3012,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-442","Aspidosperma sp. 1 AMAP-IRD",null
3015,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-100","Astrocaryum sciophilum (Miq.) Pulle",null
3017,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-651","Astrocaryum sciophilum (Miq.) Pulle",null
3019,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-494","Bocoa prouacensis Aubl.",null
3022,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-69","Bocoa prouacensis Aubl.",null
3025,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-500","Brosimum utile (Kunth) Oken ex J.Presl subsp. ovatifolium (Ducke) C.C.Berg",null
3028,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-104","Cassipourea guianensis Aubl.",null
3031,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1042","Cassipourea guianensis Aubl.",null
3034,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-441","Cassipourea guianensis Aubl.",null
3036,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-461","Cassipourea guianensis Aubl.",null
3039,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-481","Cassipourea guianensis Aubl.",null
3042,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-485","Chaetocarpus schomburgkianus (Kuntze) Pax & K.Hoffm.",null
3045,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-111","Cheiloclinium cognatum (Miers) A.C.Sm.",null
3048,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-491","Couepia caryophylloides Benoist",null
3051,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-482","Couratari multiflora (Sm.) Eyma",null
3054,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-110","Cupania hirsuta Radlk.",null
3056,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-453","Dendrobangia boliviana Rusby",null
3059,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-470","Duguetia calycina Benoist",null
3061,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-459","Ecclinusa guianensis Eyma",null
3064,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-450","Eperua falcata Aubl.",null
3067,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-66","Eperua falcata Aubl.",null
3070,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-68","Eperua falcata Aubl.",null
3073,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-96","Eperua grandiflora (Aubl.) Baill.",null
3076,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1043","Eschweilera micrantha (O.Berg) Miers",null
3078,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-460","Eschweilera micrantha (O.Berg) Miers",null
3081,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-469","Eschweilera micrantha (O.Berg) Miers",null
3084,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-484","Eschweilera micrantha (O.Berg) Miers",null
3087,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-498","Eschweilera micrantha (O.Berg) Miers",null
3090,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-74","Eschweilera micrantha (O.Berg) Miers",null
3091,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-456","Eschweilera parviflora (Aubl.) Miers",null
3094,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-1048","Eschweilera parviflora (Aubl.) Miers",null
3099,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-477","Eschweilera parviflora (Aubl.) Miers",null
3102,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-486","Eschweilera parviflora (Aubl.) Miers",null
3105,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-490","Eschweilera parviflora (Aubl.) Miers",null
3108,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-501","Eschweilera parviflora (Aubl.) Miers",null
3111,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-72","Eschweilera parviflora (Aubl.) Miers",null
3114,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-87","Eschweilera parviflora (Aubl.) Miers",null
3117,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-88","Eschweilera parviflora (Aubl.) Miers",null
3120,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-98","Eschweilera parviflora (Aubl.) Miers",null
3123,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-63","Hebepetalum humiriifolium (Planch.) Benth.",null
3125,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-497","Himatanthus bracteatus (A.DC.) Woodson",null
3128,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-59","Celastraceae R.Br.","Hippocrateaceae Juss."
3131,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-505","Humiriastrum subcrenatum (Benth.) Cuatrec.",null
3134,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-85","Inga loubryana Poncy",null
3137,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-504","Iryanthera sagotiana (Benth.) Warb.",null
3139,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","NA","Lacmellea aculeata (Ducke) Monach.",null
3141,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-454","Lacmellea aculeata (Ducke) Monach.",null
3145,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-474","Lecythis holcogyne (Sandwith) S.A.Mori",null
3148,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-115","Lecythis idatimon Aubl.",null
3151,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-118","Lecythis idatimon Aubl.",null
3157,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-128","Lecythis idatimon Aubl.",null
3159,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-443","Lecythis idatimon Aubl.",null
3162,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-445","Lecythis idatimon Aubl.",null
3165,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-457","Lecythis idatimon Aubl.",null
3168,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-476","Lecythis idatimon Aubl.",null
3171,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-483","Lecythis idatimon Aubl.",null
3174,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-67","Lecythis idatimon Aubl.",null
3177,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-75","Lecythis idatimon Aubl.",null
3180,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-82","Lecythis idatimon Aubl.",null
3183,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-447","Lecythis persistens Sagot subsp. persistens",null
3185,null,"R. Tournebize","2013-03-07","Sinnamary Piste Saint-Elie - Parcelle P","PSEP-101","Licania alba (Bernoulli) Cuatrec.",null
